Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR29492942_2 - polya	(1, 0.25274537770202077)	(2, 0.26141733010186596)	(3, 0.2695889775555662)	(4, 0.2837208789110568)	(5, 0.29185825890269235)	(6, 0.2994839114608281)	(7, 0.31010225570594935)	(8, 0.32552489813254437)	(9, 0.3513968319914081)	(10, 0.40389321317607674)	(15, 0.4642523777563691)	(20, 0.5214123320782991)	(25, 0.5857949536044835)	(30, 0.6493391645588179)	(35, 0.7064328684540895)	(40, 0.755581547044782)	(45, 0.8073880099932144)	(50, 0.8550906016847758)	(55, 0.9081594779356724)	(60, 0.9540979806801421)	(65, 1.002139591796397)	(70, 1.0563817859483895)	(75, 1.1178987338469752)	(80, 1.1739369999106535)	(85, 1.2338849549461688)	(90, 1.2964555130783713)	(95, 1.3564436752693758)	(100, 1.4106283000850997)	(105, 1.4686609324409445)	(110, 1.5309436438918032)	(115, 1.5886372568229548)	(120, 1.6434757048148732)	(125, 1.6979998059547845)	(130, 1.757437404255283)	(135, 1.8211556939169065)	(140, 1.8534424966742857)
SRR29492942_2 - polyg	(1, 0.34679813858232267)	(2, 0.35037337712440847)	(3, 0.3512985986001559)	(4, 0.3519359733945597)	(5, 0.3523997263811689)	(6, 0.35310335160223116)	(7, 0.35373387290422204)	(8, 0.35481672470546716)	(9, 0.35581276560281505)	(10, 0.3586163008992033)	(15, 0.36151532818987864)	(20, 0.36342471117612485)	(25, 0.3654172498703148)	(30, 0.36737415040395743)	(35, 0.36941329284655533)	(40, 0.37197010241607764)	(45, 0.3772724210462254)	(50, 0.38533761091777785)	(55, 0.3960450505642674)	(60, 0.40245854876430043)	(65, 0.40678949906978695)	(70, 0.4148825598104854)	(75, 0.42928266116906916)	(80, 0.43865960948845917)	(85, 0.4456323526693885)	(90, 0.4536614474808995)	(95, 0.46644366773053425)	(100, 0.48077112206954087)	(105, 0.5040784790674808)	(110, 0.5278751754237051)	(115, 0.5563007205556318)	(120, 0.59257031620392)	(125, 0.6276528869662863)	(130, 0.6676535238841812)	(135, 0.7186243176577285)	(140, 0.7575142319052323)
SRR29492943_1 - illumina_universal_adapter	(1, 0.007633016722038695)	(2, 0.007644714831957528)	(3, 0.007650563886916945)	(4, 0.007653488414396653)	(5, 0.007653488414396653)	(6, 0.00765933746935607)	(7, 0.007662261996835778)	(8, 0.007671035579274903)	(9, 0.007673960106754612)	(10, 0.007697941232088221)	(15, 0.007799714788382067)	(20, 0.009287129464561717)	(25, 0.010985110119280363)	(30, 0.014226656377789054)	(35, 0.019396051150921467)	(40, 0.027376501737549512)	(45, 0.03736317817525746)	(50, 0.050865136643574796)	(55, 0.07166613079574814)	(60, 0.10222334862022842)	(65, 0.14005094175926353)	(70, 0.18207757145366388)	(75, 0.23867595176845885)	(80, 0.3128074592296011)	(85, 0.41155705410943194)	(90, 0.552697089902139)	(95, 0.7613124086121719)	(100, 1.0333016529019883)	(105, 1.3848193276640004)	(110, 1.8277407691823122)	(115, 2.37824153894719)	(120, 3.024564451584711)	(125, 3.759427433670401)	(130, 4.581207957358517)	(135, 5.483769194185642)	(140, 6.078337913825757)
SRR29492943_1 - polya	(1, 0.33482330209684524)	(2, 0.34375188449239474)	(3, 0.35013320345311827)	(4, 0.36079018158917536)	(5, 0.36714810433006123)	(6, 0.3737019704120876)	(7, 0.38077055333054255)	(8, 0.39854290682473)	(9, 0.42192157949751824)	(10, 0.4589624747445118)	(15, 0.5244830034944009)	(20, 0.5745854233712678)	(25, 0.6205759576116647)	(30, 0.6695875287386005)	(35, 0.7152592894837093)	(40, 0.7744394426575906)	(45, 0.8360861423078582)	(50, 0.9034187082841744)	(55, 0.9883335334684972)	(60, 1.0558327975111568)	(65, 1.1334234360752984)	(70, 1.2121540554510297)	(75, 1.2856556196930427)	(80, 1.3568222411952566)	(85, 1.445061669218512)	(90, 1.5319207202713447)	(95, 1.6227816947274103)	(100, 1.6936862785674425)	(105, 1.7661315034837848)	(110, 1.8424569914602043)	(115, 1.922179610557053)	(120, 2.001543682584889)	(125, 2.0840100933632004)	(130, 2.1736345776008457)	(135, 2.26516585375526)	(140, 2.315327933992713)
SRR29492943_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.603771447241612e-05)	(4, 0.00030415085788966447)	(5, 0.00033924518764616424)	(6, 0.00044160364943595515)	(7, 0.0005351885287866212)	(8, 0.0006697167928532036)	(9, 0.0008188676943183275)	(10, 0.001299660011982374)	(15, 0.002347810660709833)	(20, 0.0035012442987067917)	(25, 0.005009130667244397)	(30, 0.007060979147007748)	(35, 0.009490091671653473)	(40, 0.012229789014644221)	(45, 0.015467825840177262)	(50, 0.019218239880155204)	(55, 0.022638767220422046)	(60, 0.026973501850845703)	(65, 0.03226923621110152)	(70, 0.03762931017591091)	(75, 0.04513598731082621)	(80, 0.05999375671873632)	(85, 0.07123505544523914)	(90, 0.08195578828035385)	(95, 0.09368840762344768)	(100, 0.10773081877001511)	(105, 0.12748892642292448)	(110, 0.15351780589782438)	(115, 0.18387674075918042)	(120, 0.21852888196074827)	(125, 0.24817657173903926)	(130, 0.2829936562904627)	(135, 0.3261374554821116)	(140, 0.35899159718915474)
SRR29492943_2 - illumina_universal_adapter	(1, 0.0076856582166734445)	(2, 0.007703205381551695)	(3, 0.00771197896399082)	(4, 0.007735375183828486)	(5, 0.007741224238787902)	(6, 0.007744148766267611)	(7, 0.007744148766267611)	(8, 0.007744148766267611)	(9, 0.007744148766267611)	(10, 0.007795620449910477)	(15, 0.007890960045748968)	(20, 0.008643733419025888)	(25, 0.01017443110190522)	(30, 0.013576241466301927)	(35, 0.018922277699208723)	(40, 0.027227350836084387)	(45, 0.037601234712105705)	(50, 0.051614985489372)	(55, 0.07297456439016964)	(60, 0.10423015937680424)	(65, 0.1430661295908428)	(70, 0.1864333626819414)	(75, 0.24492215755961988)	(80, 0.3213862681385774)	(85, 0.4227340132313812)	(90, 0.5613326346442216)	(95, 0.7652336150569649)	(100, 1.0368058217281748)	(105, 1.4058028123309074)	(110, 1.8680904748198475)	(115, 2.457341233690861)	(120, 3.1377734952297156)	(125, 3.903022317829575)	(130, 4.745209024460104)	(135, 5.670335915320658)	(140, 6.279173989439765)
SRR29492943_2 - polya	(1, 0.3007203871559666)	(2, 0.30986830911249424)	(3, 0.3191800046078855)	(4, 0.3345191512389556)	(5, 0.34347405438182244)	(6, 0.3526716933055051)	(7, 0.36447508621360786)	(8, 0.38139640221120014)	(9, 0.409711677269736)	(10, 0.46749332140282096)	(15, 0.5338286235085568)	(20, 0.5957578325133641)	(25, 0.6651007186792318)	(30, 0.7319536621488762)	(35, 0.792111777311972)	(40, 0.8441098759011858)	(45, 0.8970145780091092)	(50, 0.9459161869028078)	(55, 1.0000497754577045)	(60, 1.0475160262643626)	(65, 1.0970961255333536)	(70, 1.1511566009012575)	(75, 1.2120563762332075)	(80, 1.2677077945500728)	(85, 1.3247635709626941)	(90, 1.3835337053839207)	(95, 1.4412983872576233)	(100, 1.4950997494908251)	(105, 1.5514635827017476)	(110, 1.6118638487401633)	(115, 1.667582531189062)	(120, 1.720060837190444)	(125, 1.7713506152240721)	(130, 1.8279232596970458)	(135, 1.8881264125833295)	(140, 1.9195691773286652)
SRR29492943_2 - polyg	(1, 0.4383808201533166)	(2, 0.4420657247777491)	(3, 0.4429781773514181)	(4, 0.44358063001223796)	(5, 0.4441099694860652)	(6, 0.444612988212575)	(7, 0.4451686484337196)	(8, 0.44608110100738857)	(9, 0.4470578931856112)	(10, 0.4499841753818073)	(15, 0.4529239104044101)	(20, 0.4547131363164956)	(25, 0.4565661169276388)	(30, 0.45845419186853853)	(35, 0.46047913469548857)	(40, 0.46296498305324063)	(45, 0.468926339867878)	(50, 0.4797827707780512)	(55, 0.4897899189081171)	(60, 0.4947452382697349)	(65, 0.4988799352205465)	(70, 0.5052676881417255)	(75, 0.5173728922857341)	(80, 0.52685830471342)	(85, 0.5354681136136812)	(90, 0.5457150729970832)	(95, 0.5593439559580199)	(100, 0.5766618378818607)	(105, 0.6043477546267633)	(110, 0.6323319731745962)	(115, 0.6663424730471161)	(120, 0.7102443097615054)	(125, 0.7522955054867352)	(130, 0.7997465487504984)	(135, 0.8601971166615654)	(140, 0.9064836130829088)
SRR29492944_1 - illumina_universal_adapter	(1, 0.018335689363297464)	(2, 0.018386177723178045)	(3, 0.018386177723178045)	(4, 0.018386177723178045)	(5, 0.018388982632060298)	(6, 0.018388982632060298)	(7, 0.018388982632060298)	(8, 0.018388982632060298)	(9, 0.018388982632060298)	(10, 0.01842151957509445)	(15, 0.01856737483697168)	(20, 0.01955862963596041)	(25, 0.022495369235680844)	(30, 0.029130661687542015)	(35, 0.03898094070024326)	(40, 0.05341163591766605)	(45, 0.07201379162477768)	(50, 0.09618817931737605)	(55, 0.13029082248960236)	(60, 0.17800793239451537)	(65, 0.2331137332770631)	(70, 0.2910283699143005)	(75, 0.36276167065085274)	(80, 0.4497901395223386)	(85, 0.5573202483959988)	(90, 0.7006533362063079)	(95, 0.9021753807425391)	(100, 1.1557211922814967)	(105, 1.4727970680399651)	(110, 1.8606020871551388)	(115, 2.3448841912025604)	(120, 2.9125685779184898)	(125, 3.5517966535305296)	(130, 4.257685071674678)	(135, 5.035912089892169)	(140, 5.555433386190907)
SRR29492944_1 - polya	(1, 0.3044981033486629)	(2, 0.31395345119074275)	(3, 0.3203318139889894)	(4, 0.3309568088349693)	(5, 0.33773066378561384)	(6, 0.34390987805322043)	(7, 0.35087727171674055)	(8, 0.36850051422394536)	(9, 0.3912427154412646)	(10, 0.4283740992245493)	(15, 0.4963869688196792)	(20, 0.5494345275644286)	(25, 0.5990528047097338)	(30, 0.6544076815010256)	(35, 0.7045067200287491)	(40, 0.7723428803642971)	(45, 0.837801599931246)	(50, 0.9158650190332702)	(55, 1.0166835419334719)	(60, 1.0958425584449047)	(65, 1.1874643461019705)	(70, 1.2761471502322101)	(75, 1.3549460164431613)	(80, 1.4379662705219052)	(85, 1.5349628245791471)	(90, 1.6344013323092796)	(95, 1.7413575568256305)	(100, 1.821413022215832)	(105, 1.8999072753221704)	(110, 1.9834464375441314)	(115, 2.069711971199644)	(120, 2.1571090050982584)	(125, 2.2479184911430234)	(130, 2.3449329966171115)	(135, 2.443036367719291)	(140, 2.5008763937802603)
SRR29492944_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.890308652734385e-05)	(4, 0.000316954703694755)	(5, 0.00035061361028180865)	(6, 0.0003954921523978801)	(7, 0.0005104934165703134)	(8, 0.0006591535873298002)	(9, 0.0008751315712633944)	(10, 0.001252111325038395)	(15, 0.002035241884963843)	(20, 0.0030781070073860545)	(25, 0.004113679366714404)	(30, 0.005718648229140411)	(35, 0.00802203940324778)	(40, 0.01052626205332457)	(45, 0.013651491529932502)	(50, 0.016969137755863086)	(55, 0.019986097749615996)	(60, 0.023652113658722586)	(65, 0.028233651826997035)	(70, 0.03333858599270016)	(75, 0.042758591982863574)	(80, 0.06627102117924989)	(85, 0.0783253975916267)	(90, 0.08967013205679313)	(95, 0.10232531995174883)	(100, 0.11700004224192777)	(105, 0.13972485302417703)	(110, 0.1707420964259234)	(115, 0.20743984129601153)	(120, 0.25202555092477563)	(125, 0.29257275274486977)	(130, 0.3403100579937351)	(135, 0.398634772309558)	(140, 0.44193302876136736)
SRR29492944_2 - illumina_universal_adapter	(1, 0.018624594978169675)	(2, 0.01867788824693251)	(3, 0.01867788824693251)	(4, 0.01868349806469702)	(5, 0.018686302973579275)	(6, 0.01869191279134378)	(7, 0.01869191279134378)	(8, 0.018694717700226036)	(9, 0.018708742244637307)	(10, 0.01875979158629434)	(15, 0.018925281210347353)	(20, 0.019944585098158628)	(25, 0.02296771589145249)	(30, 0.029802156873953732)	(35, 0.04002043993200676)	(40, 0.05491450609677799)	(45, 0.07419825466227747)	(50, 0.09897681972811345)	(55, 0.13392093556501608)	(60, 0.18283854647153402)	(65, 0.23955492603427228)	(70, 0.2993712908936782)	(75, 0.37383320699088757)	(80, 0.4641585657625754)	(85, 0.5752481040078165)	(90, 0.7173027143495941)	(95, 0.9170666419984281)	(100, 1.172480522852967)	(105, 1.5103497491373645)	(110, 1.9206333080349254)	(115, 2.4488969443378736)	(120, 3.0546125296065147)	(125, 3.728418399955435)	(130, 4.457754173409901)	(135, 5.259346082616572)	(140, 5.792103182948892)
SRR29492944_2 - polya	(1, 0.2811500418127767)	(2, 0.2912112499734235)	(3, 0.3005235474625083)	(4, 0.31674153061970367)	(5, 0.3262080980973125)	(6, 0.3354166139577539)	(7, 0.34706540054575674)	(8, 0.36303655172131366)	(9, 0.38971964991820046)	(10, 0.4451581129941836)	(15, 0.5055808991539329)	(20, 0.5638276370028292)	(25, 0.629832191838265)	(30, 0.6925521983725806)	(35, 0.7506317636520946)	(40, 0.799646985387715)	(45, 0.84960353454422)	(50, 0.8975394273419489)	(55, 0.9508237203963606)	(60, 0.9977773341035239)	(65, 1.046756092023675)	(70, 1.0999293106863495)	(75, 1.1586321267195003)	(80, 1.21252845089202)	(85, 1.2691421707896677)	(90, 1.3297792519880214)	(95, 1.386422703919821)	(100, 1.4399078284502018)	(105, 1.4948150417838861)	(110, 1.5540687419215118)	(115, 1.6083734608272877)	(120, 1.6589061382682075)	(125, 1.708123874425127)	(130, 1.7614457532585608)	(135, 1.8171080480633477)	(140, 1.84683615534281)
SRR29492944_2 - polyg	(1, 0.36689610634329584)	(2, 0.3703068755441173)	(3, 0.3711062745755598)	(4, 0.37159993853883655)	(5, 0.3721272614087004)	(6, 0.37255080264992085)	(7, 0.3731089795174895)	(8, 0.37412155162398336)	(9, 0.3750247322840693)	(10, 0.37745658828498396)	(15, 0.37990527373919203)	(20, 0.3815528772166283)	(25, 0.3830153567078359)	(30, 0.38473083898022264)	(35, 0.3865658103709935)	(40, 0.3889757880826265)	(45, 0.39479933990396326)	(50, 0.404826889158023)	(55, 0.4148937071364343)	(60, 0.4198600788033541)	(65, 0.4238357566530616)	(70, 0.4307633206104537)	(75, 0.45130535130053245)	(80, 0.46523116291914945)	(85, 0.4754342994692383)	(90, 0.4878376065465676)	(95, 0.5037941721959369)	(100, 0.5237224888225784)	(105, 0.5544059480673365)	(110, 0.587681704101074)	(115, 0.6286872280325285)	(120, 0.6809555830897878)	(125, 0.735169983929555)	(130, 0.798886855080624)	(135, 0.879272738737155)	(140, 0.938584219997755)
SRR29492945_1 - illumina_universal_adapter	(1, 0.011949427999144665)	(2, 0.01195325671686307)	(3, 0.011964742870018287)	(4, 0.011964742870018287)	(5, 0.011964742870018287)	(6, 0.011964742870018287)	(7, 0.011964742870018287)	(8, 0.011964742870018287)	(9, 0.011964742870018287)	(10, 0.011989246663416084)	(15, 0.012157710243025942)	(20, 0.013451816831847119)	(25, 0.017370126544863675)	(30, 0.02589132069894774)	(35, 0.03804903094197368)	(40, 0.05595824094158889)	(45, 0.07866713147299768)	(50, 0.10814366344346067)	(55, 0.15085607256645267)	(60, 0.20925244095112236)	(65, 0.27650003895720277)	(70, 0.3462546813252953)	(75, 0.4299979267493555)	(80, 0.5314689009531784)	(85, 0.649244086689061)	(90, 0.7967592201744326)	(95, 0.9977355049054489)	(100, 1.2434480589454064)	(105, 1.5402487249891408)	(110, 1.8929555614134936)	(115, 2.321939643711015)	(120, 2.8216370792933185)	(125, 3.379983578629705)	(130, 3.990543832979081)	(135, 4.653074335894554)	(140, 5.09025723431427)
SRR29492945_1 - polya	(1, 0.35018600867855443)	(2, 0.3613735218517364)	(3, 0.3684719645016608)	(4, 0.37957524588503777)	(5, 0.38702210184733715)	(6, 0.3948862880409428)	(7, 0.4024480055347943)	(8, 0.4213044402979432)	(9, 0.4448089383712367)	(10, 0.48488029801207233)	(15, 0.5610748435825235)	(20, 0.6209804924917888)	(25, 0.6790720949460736)	(30, 0.7486575079910125)	(35, 0.8103986441744816)	(40, 0.893339390364764)	(45, 0.9712292921409251)	(50, 1.058900036200526)	(55, 1.1757379518389428)	(60, 1.2673338973034531)	(65, 1.3697681768852272)	(70, 1.4731910313818932)	(75, 1.563783087060638)	(80, 1.6603693831993183)	(85, 1.7707819447627067)	(90, 1.8873005453434082)	(95, 2.0183177341801692)	(100, 2.1091532963058044)	(105, 2.1974282120213693)	(110, 2.290613075339018)	(115, 2.3872522077822134)	(120, 2.4853003083457814)	(125, 2.588070749343231)	(130, 2.693935560000697)	(135, 2.7996495191800577)	(140, 2.8607413048384847)
SRR29492945_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 6.508820121289949e-05)	(4, 0.00034841331237493256)	(5, 0.0003867004895589911)	(6, 0.00043647381989826717)	(7, 0.0005551640691688485)	(8, 0.000700655342468271)	(9, 0.0009342071232910279)	(10, 0.0013752754044513821)	(15, 0.0022551147361410465)	(20, 0.003360848413216657)	(25, 0.004503337780388963)	(30, 0.006249233059982031)	(35, 0.008554886870006037)	(40, 0.0113054376789088)	(45, 0.014339313598973596)	(50, 0.017759890008597387)	(55, 0.021135287549143986)	(60, 0.024859864145609194)	(65, 0.029314960082746245)	(70, 0.03439490275152714)	(75, 0.04207301326401822)	(80, 0.05932751253378604)	(85, 0.07040092991895945)	(90, 0.08132349582602767)	(95, 0.0929283392305158)	(100, 0.10751728522472948)	(105, 0.12939993847250625)	(110, 0.15991328720111356)	(115, 0.19588485590908022)	(120, 0.24189761970533805)	(125, 0.2868674407951021)	(130, 0.34333336970615164)	(135, 0.41511493523436827)	(140, 0.4682330333724437)
SRR29492945_2 - illumina_universal_adapter	(1, 0.01202600235351278)	(2, 0.012037488506668)	(3, 0.012041317224386405)	(4, 0.012045145942104811)	(5, 0.012045145942104811)	(6, 0.012045145942104811)	(7, 0.012045145942104811)	(8, 0.012045145942104811)	(9, 0.012045145942104811)	(10, 0.012081901632201505)	(15, 0.012236581828025103)	(20, 0.013530688416846282)	(25, 0.017527103971318313)	(30, 0.02629716477709875)	(35, 0.03885689038055732)	(40, 0.05725923922230321)	(45, 0.08069022591540334)	(50, 0.11099758963076038)	(55, 0.1547138885395184)	(60, 0.21414401070815772)	(65, 0.2831038112779092)	(70, 0.35516027873830736)	(75, 0.4424282416939319)	(80, 0.5482402160468834)	(85, 0.6716436168288225)	(90, 0.8210386507139313)	(95, 1.0221313284635873)	(100, 1.271592197149864)	(105, 1.5870762399158755)	(110, 1.9626535387593538)	(115, 2.433610321916672)	(120, 2.9730873688496677)	(125, 3.5678863238394536)	(130, 4.205764479109655)	(135, 4.895896208057115)	(140, 5.348446813654968)
SRR29492945_2 - polya	(1, 0.28319876347732564)	(2, 0.2923838572837813)	(3, 0.3020743418290665)	(4, 0.31884795415340256)	(5, 0.32892896790596515)	(6, 0.33959577546944386)	(7, 0.3520505942074181)	(8, 0.3692530229162156)	(9, 0.3970609997049973)	(10, 0.4538370547512377)	(15, 0.5162750175594566)	(20, 0.5747380056324267)	(25, 0.6407550537638114)	(30, 0.7066158902122852)	(35, 0.7673998469661528)	(40, 0.819041591552011)	(45, 0.8721206367693586)	(50, 0.9233312677401244)	(55, 0.9806624868555336)	(60, 1.0305430212909248)	(65, 1.0829374917802217)	(70, 1.1414134974934342)	(75, 1.2041010926968931)	(80, 1.2614353747864773)	(85, 1.3230509290287826)	(90, 1.3890189695733715)	(95, 1.450057918927285)	(100, 1.5075568358787605)	(105, 1.567531401706957)	(110, 1.6306677226270132)	(115, 1.689484484217164)	(120, 1.744556759878714)	(125, 1.797718505398779)	(130, 1.8548613516024428)	(135, 1.9150350107519967)	(140, 1.9468455290435998)
SRR29492945_2 - polyg	(1, 0.43168409403254143)	(2, 0.43524097279294044)	(3, 0.43621729581113394)	(4, 0.4368069183397684)	(5, 0.43732762394947167)	(6, 0.43796701980844543)	(7, 0.43864087412688485)	(8, 0.43974737354750415)	(9, 0.4408194145086578)	(10, 0.44402634846959455)	(15, 0.446953020293544)	(20, 0.44885436151250435)	(25, 0.4506913802737954)	(30, 0.4525712806735327)	(35, 0.4546701837267628)	(40, 0.4572614598785799)	(45, 0.4626859871420173)	(50, 0.4723833633791957)	(55, 0.48235564154855554)	(60, 0.4880451160781066)	(65, 0.4931487967967415)	(70, 0.5015681470595161)	(75, 0.5200891861505326)	(80, 0.5354538303544952)	(85, 0.5497571540069158)	(90, 0.5670101217895962)	(95, 0.5873352526695256)	(100, 0.6127112279635758)	(105, 0.6497548376326961)	(110, 0.690327759294643)	(115, 0.739323094193539)	(120, 0.8011836863698223)	(125, 0.8669143464158704)	(130, 0.9453999966690155)	(135, 1.0436242182476305)	(140, 1.1167795276932109)
SRR29492946_1 - illumina_universal_adapter	(1, 0.005270153899464887)	(2, 0.005282343923904666)	(3, 0.0052843755946446296)	(4, 0.005286407265384593)	(5, 0.005286407265384593)	(6, 0.005286407265384593)	(7, 0.005286407265384593)	(8, 0.005286407265384593)	(9, 0.005286407265384593)	(10, 0.005319726665519992)	(15, 0.005413589853706297)	(20, 0.005897533823965564)	(25, 0.007255908880705047)	(30, 0.010401341520316281)	(35, 0.015104659283331396)	(40, 0.022423143622827317)	(45, 0.03200287749590242)	(50, 0.045063269680682715)	(55, 0.06429831557835958)	(60, 0.09302126383166519)	(65, 0.12883758730647882)	(70, 0.16845435406746778)	(75, 0.22116280074263256)	(80, 0.29084504378189496)	(85, 0.3822962324657165)	(90, 0.5105271628892423)	(95, 0.6954254535918253)	(100, 0.9355729983969712)	(105, 1.2423723461656502)	(110, 1.62791884548116)	(115, 2.1034878626161495)	(120, 2.666612542958154)	(125, 3.3091755492327253)	(130, 4.027766518935761)	(135, 4.819181913644485)	(140, 5.3401998115666025)
SRR29492946_1 - polya	(1, 0.36244193332649877)	(2, 0.3732016615653446)	(3, 0.37941044734667256)	(4, 0.39037537433025465)	(5, 0.3964297531353454)	(6, 0.40245162520859673)	(7, 0.40974125982358517)	(8, 0.42825790694761096)	(9, 0.4535318909527548)	(10, 0.4934509703198504)	(15, 0.5606724537588692)	(20, 0.6146445996342911)	(25, 0.6635412256671367)	(30, 0.713283026727807)	(35, 0.7618874985082458)	(40, 0.8205483341173551)	(45, 0.884489481979629)	(50, 0.952644721290735)	(55, 1.0370789255728712)	(60, 1.106122004997341)	(65, 1.182589215639785)	(70, 1.2636833532254215)	(75, 1.341292769157873)	(80, 1.4143418969474024)	(85, 1.5044712806478038)	(90, 1.5882366589223442)	(95, 1.6751027730802164)	(100, 1.7471283451509525)	(105, 1.8242172470398252)	(110, 1.9039936429835216)	(115, 1.9880381728177325)	(120, 2.0727003305568927)	(125, 2.158615216474314)	(130, 2.2496157805880115)	(135, 2.345314786454949)	(140, 2.3980358294887014)
